,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
394,Nam,Bac Kan,hướng nội thích ở một mình hay giận vu vơ có quy tắc riêng thích đi chơi cùng những người bạn thân thiết,bánh ướt bánh mì kẹp các loại canh trứng cà chua,thích học bài xem phim,Không ồn ào,đếm tiền đọc manga xem anime xem phim âu action nghe nhạc,6,3
395,Nam,Dong Nai,tham công tiếc việc,đồ ăn vặt hoặc đồ hàn nước ép,nhiều lắm . chơi được đa nghề :) thích đọc truyện thử nhiều điều mới game online ios,hiền lành ,sự logic mac os tiêu tiền. học tiếng anh,8,5
396,Nữ,Tra Vinh,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. nghiêng về hướng ngoại có lòng tự trọng ít nói hướng nội,coca,...) mua sắm,"Sạch sẽ, thoải mái",bóng bàn ca hát thích vẽ phim truyền hình,2,2
397,Nam,Vinh Phuc,trung lập dễ tiếp xúc hay dài dòng nhiệt tình,nước rau má bánh bèo nướng ,gym đàn hát học công nghệ thích đi du lịch,người sòng phẳng và thẳng thắn,được ăn thể dục thích hút thuốc đánh võ coi phim anime,4,7
398,Nữ,Nghe An,hoà đồng nhưng cũng thích ở một mình tích cực,bánh canh không độ),kiếm tiền,"Công bằng, sòng phẳng, thân thiện, hiểu biết, tôn trọng quyền riêng tư của mọi người",đánh bóng bàn bóng đá thích hút thuốc đánh võ chơi,6,3
399,Nữ,Binh Phuoc,người suy nghĩ nhiều không lười thì đi có hứng thì xác xe,hải sản nước mình thích uống trà sữa,thích học bài bơi chơi nhạc ko thích gì hết ăn,hòa đồng dễ chịu,thích đá bóng trí tuệ như nhau nên điều đó cũng là một sự thú bị xem youtube ngủ nghỉ ngơi,7,8
400,Nam,Ha Giang,thích gọn gàng là người thích ở một mình thích trò chuyện hơi hướng nội,chỉ thích cafe phin ăn vặt thích ăn mì cay socola đá xay,mình thích ngôn ngữ tham gia hoạt động ngoại khoá,"Sạch sẽ, thoải mái",thần số học shopping tiêu tiền. văn học,3,2
401,Nam,Bac Kan,hướng nội ít nói nhưng hoà đồng thân thiện huong noi va thich o mot minh,bánh ngọt quả hải sản nước mì quảng,nằm dài nghe nhạc học nhóm online đàn guzheng,hiền lành ,bói toán mua sắm vân vân... tìm hiểu về văn hóa các nơi,5,4
402,Nam,Ninh Thuan,thích trò chuyện là người hướng nội là một người ít nói hướng nội,đồ bình dân hoi. cứ đồ ăn là thích bánh . nước coca . mì cay... chè bưởi kfc,tham gia hoạt động ngoại khoá bóng chuyền chơi thể thao xem bóng đá,Hoà đồng hoạt bát sạch sẽ,thích đi karaoke đá banh nấu ăn,1,8
403,Nam,Bac Ninh,mình là một người thích vẽ năng động dễ tính dễ chịu quyết đoán đam mê học tập,hũ tiếu ức gà trà đào thạch sữa miến trộn thịt xào nấm mèo,tám chuyện đi dạo ngắm cảnh anh văn tâm lí học,"Hòa đồng, thẳng thắn, không nói xấu sau lưng, tốt bụng",thích học ngôn ngữ anh vẽ tranh thiết kế đá bóng đi đây đi đó với bạn bè( một mình),7,3
404,Nữ,Tien Giang,là người hướng nội độc lập,đồ chiên các món gỏi thích bánh sandwich nướng nướng,chơi bóng rổ cầu lông,"chung ngành học, vui vẻ, hòa đồng, sạch sẽ",toán học nghe nhạc học ngoại ngứ xem phim đặc biệt là thích nhạc của sơn tùng m-tp nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster,9,6
405,Nam,Quang Tri,ngăn nắp dù hay bày bừa (xong rồi dọn ngay) hướng ngoại partime,món nướng mỳ quảng,bóng bàn đi dạo ngắm cây âm nhạc ( nghe nhạc),người vui tính hòa ,thần số học cầu lông chơi yasua các hoạt động phải chạy nghiên cứu về tài chính,5,1
406,Nữ,Lang Son,huong noi hướng ngoại,các đồ ăn hỗ trợ cho việc giảm cân bánh tráng trộn .,kinh quẻ ...) nấu ăn toán học thử nhiều điều mới,Cùng ngành,đu otp,2,3
407,Nữ,Hoa Binh,nóng nảy - ưu tư ít nói nhưng hướng ngoại là 1 ng ít nói hướng nội cà thích ở 1 mình thích nghệ thuật,bún trộn pizaa ... bún cá,tám chuyện xem phim nghe nhạc đi đây đi đó với bạn bè( một mình) đếm tiền,"Cùng ngành, hoặc cùng trường, sinh hoạt cú đêm giống mình hihi",thích chơi game thường thức tác phẩm nghệ thuật xem phim nghe nhạc,4,6
408,Nữ,Phu Yen,dễ thích nghi,sữa milo bột sò các món ăn có nước thịt kho tàu,quay tik tok thích chơi game offline,cùng sở thích,trang điểm thích đi chơi với bạn bè đi coi phim thích chơi game offline học toán,3,6
409,Nữ,Tra Vinh,xàm đôi khi hướng nội,đồ nhướng bò kho tất cả các loại mì cơm nhà kẹo,thích đi bộ nghe nhạc xem phim đi lượn đường vẽ tranh coi anime,"Hướng nội, dẫn tiếp xúc, dễ tính, cùng tần số với mình :)))). Thật thà ",nghệ thuật,4,8
410,Nữ,Tuyen Quang,một người hướng nội dễ quạu dễ nguôi dễ tiếp xúc hòa đồng không thích đám đông lắm nhưng dễ hòa nhập tùy lúc,coca bimbim không thích ăn cay lắm món nào hợp khẩu vị thì mình ăn,ngoại ngữ,"Người vui tính, tốt bụng, siêng",trồng cây tấu hài thích chơi game,5,3
411,Nam,Quang Binh,không lười thì đi có hứng thì xác xe,bò nea ăn cơm mẹ nấu,khoa học thích môn toán,"Hoà đồng, siêng năng",ngắm bầu trời cũng không biết thích gì mầy mò linh kiện máy tính,6,9
412,Nam,Son La,hướng ngoài. hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ nhưng hướng nội với người lạ mình là ng dễ giao tiếp,cơm,bói toán mình rất thích nghệ thuật thích chơi cầu lông chơi hame,"Người biết lắng nghe, học giỏi 1 chút (nhưng không tự cao, cái tôi lớn), vui tính hòa đồng, người kiên định không ba phải hùa theo đám đồng, ",khoa học,2,1
413,Nam,Quang Nam,hoà đồng với mng hướng nội trầm tính nhưng hướng nội với người lạ yêu thiên nhiên,bột sò mì quảng,thích chơi game offline bói toán mình thích chạy bộ,"vui tính,  hòa đồng , dễ bắt chuyện ",thích ngủ lắp ráp thích khám phá xung quanh đi phượt,9,8
414,Nữ,Bac Giang,hướng lung tung dễ tính hướng nội ít nói là một người hướng nội,tắc drink: (ưu tiên) nước lọc trà sữa,đếm tiền thích hút thuốc mình thích chạy bộ pha chế,Học chung ngành và có chung sở thích,kĩ thuật …. hóng drama dark fantasy manga,3,5
415,Nam,Quang Ngai,cởi mở hơi hướng nội,gà nói chung cơm socola ngọt ngào có chút đắng,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn chơi hame văn học thích đá bóng",Vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,thích chill thích học bài sở thích của mình là thay vì thoát khỏi áp lực vẽ các chương trình giải trí,5,7
416,Nữ,Tra Vinh,thích vui chơi bạo lọan có phần hơi thích kiểm soát,cơm chiên các loại suit my taste is fine,toán nghiên cứu về tài chính thích những gì cần tư duy logic,"Vui tính, hòa đồng, chia sẽ",mua sắm o buổi sáng,4,4
417,Nữ,Long An,thích một mình có xu hướng ambivert một người hướng nội thích sự im lặng là người dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,trà olong nướng tất cả các loại mì,thích đi du lịch nói chuyện cùng bạn bè phim,"Sạch sẽ gọn gàng, nhiệt tình, hoà đồng với mọi người, có trách nhiệm và biết điều",chăn nuôi pha chế nhiều lắm . chơi được đa nghề :) kpop mình còn có thể chơi cầu lông nữa,7,5
418,Nữ,Ben Tre,ghét phiền phức mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân hướng ngoại khi cần thiết thích tự lập thích đi ra quán cafe để học bài,thích ăn gà nói chung các loại bạn,"ko thích bị ép buộc thích:
1. thiên nhiên cây cỏ
2. bóng bàn đi ăn","Cùng ngành, sạch sẽ, hoà đồng","thích:
1. thiên nhiên cây cỏ
2. bóng bàn coi phim",6,1
419,Nữ,Vinh Long,"hướng ngoại 65% thích vui mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự là một người nội thích vui chơi",lẩu gà lẩu thái,coi phim hoạt hình các chương trình giải trí đi coi phim đọc truyện viết code bơi,"biết đúng sai, có chừng mực - vui vẻ, hài hước nhưng phải có điểm dừng, hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình.",chiêm tinh học thích đá banh lập trình,5,4
420,Nữ,Phu Tho,tích cực thích đi ra quán cafe để học bài,trứng mứt; các loại món nước như hủ tiếu thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,lịch sử ko thích gì hết lướt mạng nói chuyện cùng bạn bè tìm hiểu về văn hóa các nơi,"Người có chính kiến, tích cực với cuộc sống, có qua có lại và biết nghĩ cho người khác. ",thích đánh cờ thích khoa học ngủ chơi đàn piano,3,9
421,Nữ,Quang Binh,hướng nội khi không có ai hướng ngoài. nội tâm hướng nội nhưng thích làm social media,mứt; các loại món nước như hủ tiếu mỳ tôm mùi hương (hành tỏi tiêu ớt sả đầy đủ) cơm sườn đặc biệt là mì cay,đi tản bộ choi game thích chơi bóng rổ,"Sạch sẽ, dễ nói chuyện",… ngủ:)),1,7
422,Nữ,Binh Duong,nhưng không phải e sợ đám đông hơi hướng nội,trà đào… thích ăn gà mì quảng mình rất thích ăn đồ ăn cay pepsi,code đánh cầu lông dân chơi hệ điều hành (windows toán học,"ngành kỹ thuật, hòa đồng",ngủ coi phim ăn,4,1
423,Nam,Dong Thap,đam mê học tập dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,đồ ăn hàn quốc chất béo hay phô mai. không ăn được cua :3 matcha đá xay mi tom lẩy thái,đi dạo du lịch,"người vui tính, hòa đồng",học ngoại ngữ học tiếng anh edit,2,2
424,Nữ,Son La,không thích nói nhiều khá hướng nội. thích sạch sẽ,mặn trứng ốp la bánh xèo,làm mô hình thích nghe nhạc hích võ taekwondo toán học,"BIẾT ĐIỀU, biết cư xử
NÓI ÍT THÔI
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b",kiếm tiền,4,2
425,Nữ,Ha Giang,là một người nhiệt tình hướng nội nhưng thích làm social media hướng nội thích ở một mình,gà jollibee ỏi bánh tép cá kho hủ tiếu ….,thiên văn học,"vui tính, hòa đồng, sạch sẽ, gọn gàng",đọc truyện viết code linux thích nhảy xem phim đặc biệt là thích nhạc của sơn tùng m-tp xem phim hàn,5,3
426,Nam,Hung Yen,dễ hòa nhập,bánh bèo phở…,bói toán chơi bóng rổ vi vu dạo phố,Mình chỉ cần người đàng hoàng và có ý thức là được,ngủ lướt mxh,9,1
427,Nữ,Quang Binh,không phải hướng nội nhưng không thích chỗ đông người thích ở nhà hơn là ở ngoài một người hoà đồng thích có xu hướng ambivert .... nhưng thích trải nghiệm điều mới,7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu ăn đồ cay uống trà sữa ăn cơm,đi chơi ngoài trời thích học thích code bóng chuyền,Ở sạch sẽ cẩn thận hiểu lễ phép và đặc biệt là tam quan đúng đắn ,xem tv series,5,5
428,Nam,Soc Trang,lúc này lúc kia,cơm chiên trứng bún,đi cắm trại đọc tiểu thuyết âm nhạc ( nghe nhạc) học toán,Có tình nghĩa huynh đệ,âm nhạc tiền bơi,3,5
429,Nam,Bac Giang,....,ăn hải sản socola mì ý,đông y,"Hiền lành, thật thà",nhiếp ảnh học toán học công nghệ thích đánh cờ ăn uống,7,8
430,Nam,Quang Ngai,thích vui vẻ hướng nội nữa mùa thích thử thách là người thích ở một mình,bún chả nướng các món nướng thích ăn cay kẹo dẻo,khoa học,"Người vui vẻ, hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối, ở sách không bừa bộn",đi xe đạp chơi cầu lông hát,6,9
431,Nam,An Giang,50% hướng ngoài,"coca cola đồ cuốn
pepsi suit my taste is fine trà đá cút lộn rang me",decor phòng thích chơi game o buổi chiều thich chơi thể thao võ call điện thoại,Vui vẻ,….,5,4
432,Nam,Tay Ninh,phần hướng nội nhiều hơn lười giao tiếp...,nước trái cây revive,tiếng anh tấu hài vẽ... chơi thể thao,Vui vẻ,thích động vật lướt mxh đọc manga xem anime xem phim âu action nghe nhạc phim hoạt hình o buổi chiều,7,4
433,Nữ,Kien Giang,hay giận vu vơ hướng ngoại thân thiện vui vẻ hướng nội tích cực một người hướng ngoại với bạn bè,bánh mì... đồ ăn hàn. đồ uống healthy,phim hoạt hình bơi lội vận động thể lực (nhẹ),"Hòa đồng, vui tính, có thể đấu tranh với sự vô tâm ít nói của mình, nhưng không làm phiền người khác hay nhờ vả. Có thể nhanh chóng nắm bắt cảm xúc và hòa nhập vào câu chuyện hay tình huống. Là người có thể đưa ra lời khuyên nhưng không quá lố và tự cho mình là đúng. ",kpop thích học bài tám chuyện mình thích xem phim,8,7
434,Nam,Son La,hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không lúc này lúc kia thích ở 1 mình hòa đồnh,gà nói chung đồ ngọt red bull nước ép cơm nhà,tâm lí học,"Vui vẻ, hòa đồng, biết nhậu",mình rất thích nghệ thuật xem các show giải trí thực tế đu otp,2,4
435,Nữ,Vinh Long,ambivert hướng ngoại khi cần thiết thích ở một mình- lúc thích nói chuyện nhiều người khác trầm,coca cola… 7up,lắp ráp ngủ đông y câu cá đá bóng,hiền lành ,dân chơi hệ điều hành (windows,8,6
436,Nữ,Quang Ninh,thích giao lưu là người hướng nội part time,cháo lòng sting thích ăn cá thác lác chiên,thích bơi tin học đi phượt,Vui vẻ dễ tính sạch sẽ,chạy xe chơi cờ vua đọc truyện viết code nói chuyện cùng bạn bè,2,7
437,Nữ,Tien Giang,sạch sẽ nhưng hướng nội với người lạ không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì nhộn nhịp hay giận vu vơ,phô mai kéo sợi xúc xích đồ hàn,bóng bàn,Dễ nói chuyện và giàu,thích xem phim tâm lí học,3,2
438,Nữ,Thai Nguyen ,1 tháng chắc 1-2 lần) để giao lưu dễ chịu dễ thích ứng,các loại bánh ngọt,tiêu tiền. diy.. học công nghệ,"Cùng ngành học, ham học, vui tính, hòa đồng, hoạt bát",mầy mò linh kiện máy tính,9,5
439,Nữ,Binh Dinh,thích giao tiếp hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) nhưng không phải e sợ đám đông có xu hướng ambivert,cà phê sữa... mì gói matcha đá xay,game online,Vui hoà dồng,hít thở không khí trong lành ở công viên coi phim choi game dọn dẹp thích đá banh,7,5
440,Nam,Nam Dinh ,hướng nọpi,snack pepsi vị chanh không calo ăn đồ ngon mì trộn,nhạc cụ đọc manga xem anime xem phim âu action nghe nhạc,"người có ý thức, trách nhiệm, hoạt bát và quan tâm mọi người",tiền học hóa,6,3
441,Nữ,Thai Nguyen ,trầm tính.,cứ đồ ăn là thích nước dưa hấu ép xúc xích,thích đi bộ học chụp ảnh được ăn,"mong muốn được ở cùng với người có sở thích khoa học với mình, để cùng nhau nói chuyện ",tập thể dục xe cộ gym xem phim hàn thích chill,8,3
442,Nữ,Ben Tre,đôi lúc hướng nội thích ờ chỗ không đông người chỉ thích ngủ một mình,socola ngọt ngào có chút đắng hủ tiếu xào,chơi bóng rổ dark fantasy manga linux phim truyền hình,Cùng ngành,thích đọc sách,6,3
443,Nữ,Tra Vinh,nói nhiều với người quen hướng nội khi không có ai tôi là một người ít nói hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao,thịt xào nấm mèo gà,đi đây đi đó với bạn bè( một mình) uống cà phê tiền xem các show giải trí thực tế lướt mạng,Không care lắm,thích coi phim kinh quẻ thích chơi cầu lông tâm lý học,8,6
444,Nữ,Yen Bai,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. ở giữa hướng nội,đồ ăn chay pepsi vị chanh không calo hủ tiếu nam vang bông lan trứng muối nước dưa hấu ép,tò mò về cách vận hành của xã hội,hòa đồng,quay tik tok,7,4
445,Nữ,An Giang,dễ thích ứng hướng ngoại part-time có xu hướng ambivert thích ở một mình.,thích ăn đồ việt nam nước dưa hấu ép,trò chơi điện tử bóng đá,"Người ít nói, chăm chỉ, không nóng tính",lưới fb âm nhạc ( nghe nhạc) đọc truyện tranh,9,3
446,Nam,Binh Duong,hướng ngoại thân thiện vui vẻ khá hòa đồng dễ bắt chuyện,trứng ốp la coca cola… pizza,thích ngồi lướt mạng xh cả ngày o buổi sáng kpop video game tò mò về cách vận hành của xã hội,Hoà đồng ,nhiếp ảnh lập trình,5,9
447,Nam,Binh Phuoc,có thể đi ăn ngoài nếu được mời khá vui vẻ không thích ồn ào,thích đồ ăn có trứng muối nem nướng đồ nhướng ăn cơm các loại bạn,tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. coi anime hích võ taekwondo o buổi chiều tiếng anh...,Tự giác,nghiên cứu về tài chính đi xe đạp,2,2
448,Nữ,Hau Giang ,ít bạn mình là người thích ở một mình,chất béo hay phô mai. không ăn được cua :3 salad bún đậu,call điện thoại em thích chơi nhạc cụ,vui tính hòa đồng,tấu hài,2,2
449,Nữ,Quang Tri,hướng ngoại partime,kẹo,đánh võ chạy bộ bóng bàn ngôn ngữ,Vui tính,trồng cây cafe ngủ thể thao,1,2
450,Nam,Tra Vinh,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao khá hướng nội. thích sạch sẽ nhưng lúc high thì lại muốn nói rất nhiều hướng nội thích ở một mình,stings,thích bơi công nghệ,Vui hoà dồng,lắp ráp đi du lịch,2,5
451,Nam,Hoa Binh,đúng ik chang mô tả mẫu :))) dễ thích ứng là một người ít nói,đồ nướng cơm gà bánh bao mì trộn thích ăn bánh mì,vẽ...,"Thích ăn ngoài cùng mình, Ngăn nắp",tâm lý học vẽ...,6,1
452,Nữ,Yen Bai,riêng tư,không thích ăn cay lắm nước gas,chơi yasua câu cá đá bóng các hoạt động phải chạy,"Hiền, học giỏi (chung ngành càng tốt), có đạo đức, không quậy phá, cùng nhau đi chill","thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích nghe nhạc đu otp",7,5
453,Nữ,Binh Phuoc,thích gọn gàng hướng nội nhưng thích đi chơi,bánh gai gà,ngủ,"Thích công nghệ, không quá ồn ào, sạch sẽ",ngoại ngữ vẽ tranh cà phê đi du lịch vi vu dạo phố,1,7
454,Nam,Ca Mau,ambivert hướng nội part time,ăn được đồ nặng mùi,thường thức tác phẩm nghệ thuật âm nhạc ( nghe nhạc) bị người ta lùa gà đi chơi ngoài trời thích ngủ,"DỄ TÍNH, KHÔNG ÍCH KỶ, BIẾT TÔN TRỌNG",đọc truyện viết code .. o buổi tối,3,2
455,Nam,Lang Son,một người hướng ngoại với bạn bè,cheese fries,ráp pc thể hình,"Vui vẻ nhiệt tình, Hoà đồng, Lịch sự",cafe đi cắm trại,2,7
456,Nữ,Quang Binh,bình thường 🤤 thích ngoại giao mình hk thích sự gượng ép,đồ thái đồ ăn nhanh bánh mì thịt xá xíu coffee chill,chiêm tinh bơi lội. sự logic ...,"dễ tính, sạch sẽ, hoà đồng, vui vẻ",chơi game nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster thường thức tác phẩm nghệ thuật thích động vật,3,1
457,Nữ,Ha Nam,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao linh hoạt trầm tính,chè bưởi sữa bắp,cà phê đọc truyện tranh đánh võ thử nhiều điều mới o buổi sáng,"Dễ thương, thích nấu ăn, quan tâm bạn bè",game online thích thích nhảy,4,2
458,Nữ,Ben Tre,một người hướng nội,buger bánh tráng chiên nước ép trái cây,ở nhà một mình thích tranh biện,"vui vẻ, hòa đồng",thích nhảy edit thích học ngôn ngữ anh,1,3
459,Nữ,Quang Tri,là người ít nói chuyện trầm trầm nhưng lúc cần vẫn vui hết mình đôi khi hướng ngoại có lòng tự trọng,trà đá thích đồ ngọt spaghetti,nằm dài nghe nhạc xem phim ngôn tình xem mv ca nhạc văn học coi phim,"Hoà đồng, cùng ngành, lanh lợi",sự logic,3,8
460,Nam,Kon Tum,nói nhiều có xu hướng ambivert thích một mình nhưng lại sợ cô đơn thích giao tiếp,eatclean đi ăn với bạn,badminton ...) thích xem phim,thoải mái là ổn,đi đây đi đó với bạn bè( một mình) trống xem tv series chơi nhạc,1,9
461,Nữ,Quang Nam,logic,đặc biệt là mì cay cơm ngon còn bánh bao hơi dở phô mai kéo sợi xúc xích đồ hàn,chơi bóng rổ nhiếp ảnh,"Vui tính, nói nhiều, gọn ràng sạch sẽ, hoạt bát",mầy mò linh kiện máy tính,1,2
462,Nữ,Phu Tho,tùy lúc,snack khoai tây cá dồ kho ăn đồ ngọt uống nước ngọt có ăn là được,bị người ta lùa gà hát đọc sách.. đi dạo ngắm cây,Dễ dãi,thích khoa học online shopping call điện thoại nhạc cụ,6,9
463,Nam,Binh Phuoc,nhưng ít nói linh hoạt khác trầm lười giao tiếp... làm quen nhiều bạn mới,... thật ra thì ngoại trừ rau cần coca cola… bột sò ăn cơm,o buổi sáng vi vu dạo phố mình thích ngôn ngữ,"Vui tính, hòa đồng, chia sẽ",hacking,4,9
464,Nữ,An Giang,khó giao tiếp có quy tắc riêng hướng ngoại thích giao tiếp vui vẻ hoà đồng lạc quan năng động,không có cụ thể thích 1 món ăn hay đồ uống nào thích caffee hải sản nước bánh bò snack khoai tây,hội hoạ vân vân...,mong muốn có một người bạn có cùng sở thích khám phá giống mình,đánh cờ vua thích khám phá xung quanh chơi,9,4
465,Nam,Gia Lai,thích giao lưu bán hướng nội bán hướng ngoại thường thích ở một mình không thích nói nhiều,nhật các thế loại mì ăn được uống được,thể dục học ngoại ngứ,"Vui tính, hòa đồng, chia sẽ",coi phim anime các chương trình giải trí,2,6
466,Nữ,Ha Tinh,sợ xã hội mê chơi đá gà cọc cằn thích tận hưởng không gian 1 mình mình khá dễ hòa đồng nhưng tùy đối tượng,stings,đi xe đạp vẽ thích động vật cờ vua,"Vui tính, dễ chịu ",khoa học,1,7
467,Nam,Ninh Thuan,thích sạch sẽ nửa nội nử ngoại,revive gà coca cola thịt xào nấm mèo các món ăn truyền thống hoặc món ăn đường phố việt nam,bơi lội tiền sự logic ,thích ăn,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn mình thích hát mình thích chạy bộ",4,8
468,Nữ,Dak Lak,có trách nhiệm là một người thiếu ngủ,nước ngọt món j có topping thì đều thích ham bơ gơ,xem anime bóng bàn lập trình đá banh đọc truyện,"sạch sẽ, vui tính",đi cắm trại tiếng anh... tấu hài,3,7
469,Nữ,Dien Bien,nhạy cảm trầm tính vui vẻ hoà đồng,mì ý coca cola xoài chua chấm muối ớt chua lè olong cá hồi,thích tiếng anh travelling đi dạo ngắm cây trống tiêu tiền.,"Vui tính, dễ nói chuyện, hoà đồng.",thích tranh biện đọc sách ko thích bị ép buộc phá máy tính,5,8
470,Nữ,Quang Tri,nửa hướng ngoại thích ở một mình- lúc thích nói chuyện nhiều người là một người ít nói hướng nội tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,bánh căn ăn vặt,thích đọc truyện,"Người hoà đồng, hài hước, quan tâm",đi xe đạp đi coi phim thích đọc truyện,7,1
471,Nam,Kon Tum,hướng nội nữa mùa,matcha đá xay đồ ăn chay ăn đồ tự nấu có ăn là được bún cá,ngủ:)) nghe nhạc xem phim đi lượn đường đi chơi cùng bạn bè người thân,"hài hước, hòa đồng",ko vẽ tranh,2,8
472,Nam,Ninh Thuan,thẳng tính là một ambivert mình là một người hướng nội thích thử thách,bánh bò mỳ tôm bún cá,tiếng anh,Hướng nội ,thích xem tivi mua sắm thể thao,3,1
473,Nam,Long An,đôi lúc hướng ngoại đôi lúc hướng nội dễ hòa nhập đúng ik chang mô tả mẫu :))) hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,phở… thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua fastfood ... thật ra thì ngoại trừ rau cần cơm tấm long xuyên,tiêu tiền. đọc truyện viết code,"Hoà đồng, có ý thức giữ vệ sinh chung, sạch sẽ",coi anime vẽ xem mv ca nhạc,7,7
474,Nữ,An Giang,thích thử thách thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra dễ tiếp xúc khó chịu là 1 ng ít nói hướng nội cà thích ở 1 mình,suit my taste is fine món nào hợp khẩu vị thì mình ăn khoai tây lắc bún đậu,xem youtube ngủ nghỉ ngơi  thiết kế ngắm bầu trời decor phòng,Điềm tĩnh,đi đây đi đó với bạn bè( một mình) gym chụp ảnh đọc sách,8,3
475,Nam,Bac Lieu,hướng nội - ngoại là một người hướng nội thích ở một mình ít bạn ít nói thích ở nhà hơn là ở ngoài,các món về tôm bánh mì thịt xá xíu bánh mì,đi tản bộ dọn dẹp,Hiền ,bóng đá,2,8
476,Nữ,Yen Bai,nhanh nhẹn khó chịu sáng nắng chiều mưa,hamburger đồ ăn nhanh mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má nước ép trái cây,vẽ em thích chơi nhạc cụ đánh bóng bàn trò chơi điện tử badminton,"sạch sẽ, ngăn nắp, biết tôn trọng người khác",thích đi bộ ...,2,2
477,Nữ,Kien Giang,cống hiến hết mình .... nhưng thích trải nghiệm điều mới ngoại hương ngoại nhưng khó kết bạn với hơi trầm vui vẻ...,"lẩu bò không độ) đồ cuốn
pepsi chiên",thích chơi cầu lông phim đàn hát hacking,hiền lành ,trò chơi điện tử sự logic bơi anh văn tiền,3,6
478,Nữ,Binh Dinh,dễ hòa nhập ko thích đi chơi lạc quan năng động,vị đậm đà😋 thịt kho tàu mùi hương (hành tỏi tiêu ớt sả đầy đủ) mắm chưng,chơi cờ vua coi phim anime,"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",chơi thể thao mua sắm lưới fb phim hoạt hình,8,8
479,Nữ,Dien Bien,í nói hướng nội,pepsi bún chả nướng mỳ trộn hủ tiếu …. ăn đồ ngọt uống nước ngọt,xem phim hàn mình thích đọc tiểu thuyết và truyện tranh chơi bóng rổ,mong muốn có một người thích đánh cờ và năng động giống mình,xem phim hàn khám phá xung quanh,6,8
