,Bio_personality,food_drink,hobby_interests
281,<unk> đi từ <unk>,- thuỷ |,"Đi bộ trong mây , đạp tập , xe gợi thao bầu được được cơm , cho ngồi cuốn sách , như trong , tập hay nhiên về một vần để nào đó để thực đâu đến ác , những câu_chuyện châm_ngôn này đến có nhất khiến những người trong p."
282,Không tụ_tập chỗ đông người,Cà <unk>,"Mình rất đam_mê cầu lông và thường hay phát đến , bí xấu của việc và còn có sở_thích bị sa được nữa"
283,- | thành <,<,
284,Bạn là một người rửa đông mạnh nhất,"Cách , trứng và , xanh","- - , tăng_ và và ngoại <"
285, những người thích tính_ về đông ý ngoại sống gần bên,Thịt và hai /,- - trong sách nghe <unk> <
286,| hung sinh,/ <unk>,/ <unk> Anh
287,"- , tài_liệu và sự dụng_ công cụ <unk>",Sữa <unk>,<
288,"Đôi khi hướng nội , khi hướng ngoại",Tôi Danh_sách các món n này,www. <unk>
289,Bạn Là người vừa hướng nội vừa hướng ngoại,<, kỹ <unk>
290,Bà đến yêu hoá ở nước người,"So , , , , , , cay uống",âm /
291,Người Không ở không nói hơn,@ - me sun _ @ @ @ @ @ @ của |,"> > bệnh bao quang sân , toàn banh"
292,| Từ dịch,Không Không uống trà xanh và các loại nước có ga,Hoạt <unk>
293,Bà Nam ngoại không ngoại nước_ngoài,"Bún xào gà trộn mì bò cua trộn giò riêu giò bông lan trà dưa dừa , , bột lọc dâu xanh béo <unk>",<
294,Em học tập không này nào ở không ít để theo thích về và ngoại . ',"Tôi thích ăn cay , ăn ăn mỳ không thích ăn nướng thích món ngọt có vị <unk>", <unk>
295,"Bà Người thường người , sống gần nơi , thích các tự lập",Ý_ gì bổ tăng sức em,/ <unk>
296,Có những nhóm có có về đi khu ngoại có sự bạn sẽ t nhau vượt qua những bĩ tốn nhưng với của tâm thì không,- thuỷ |,<
297,Phụ_nữ sống nhà nơi nhưng không thích ẩn dịch,"Các món ăn , món ăn đường đời Các món ăn của xá ref <",Đại <unk>
298,/ | |,Chả riêu bún cá bánh_ mỳ bánh đỏ,/ <unk>
299,Đối <unk>,"Bún_ nóng lợn rêu , lá nu <unk>",<
300, <unk>,"- , , in <unk>","Người Đoàn có , gia các dịch , giao theo không m phim"
301,Việt <unk>,- uống thành xanh,"Cách hình giống , cho và trong <unk>"
302,"Có lúc hướng nội , có lúc hướng ngoại","| ăn và , trà <",Khi người ta đánh đi
303,Việt <unk>,Cách ăn cá thác nước <,Việt Người và và <unk> tay_
304, <unk>,<,Danh_sách và trong phim
305,Phương_tiện thương dịch,In đa |,Các Tiếng_ phí và lại trong nghệ_sĩ đã giải <unk>
306,"Theo Việt đông vào đám đông , nói rất nhiều",| <unk>,Tập vé về game nhà trí trí ý và âm :
307, đi xe :,"- mỳ , có ống thực <unk>",/ <unk>
308,Việt <unk>,<,<
