,Bio_personality,food_drink,hobby_interests
275,"hướng nội time time hướng nội full , thích mọi vui dễ nhớ , làm thích những thứ dễ sẵn , mở lại lại chỉ làm bừa ra là đi lại thích sự bất yên thích đi v với Nói_chung thích cái gì cần phải xảy ra thì phải cố cho không phải xảy ra dù phải ngắn nối chặn . <",: cháy hàn - món chiên / đổi đồ,Cơ_sở hoá _
276,Nhập_ người - -,"Phở - hu - , di -",Đá com banh
277,cách chuyện thì cười và không phải phản_ ngược_lại,", , đỏ",> khí :
278,"Mọi teen Vừa muốn ta hoặc nghĩ đông để rong đây_đó , vài đám cùng của quen muốn muốn vừa_lòng nhiều việc nhỏ",n. :,Gia /
279, ,"Pizza bún da , thịt bò văn_ bò",<unk>
280,"Không khó để quen với người , , làm bị không có với rồi họ rất <",Các món ăn trong sẵn,Việt trên
281,= | giáo -, sữa chanh cá,<
282, - về về,: nắm thu gi gà s -,- tour du lich
283,Đối >,"Bạn thường ăn_ luôn , món đồ_ăn ăn ăn ; ; còn biển của không chia_sẻ Đan_ yêu là rượu cùng với dân họ",- game xuất |
284,"( ở nhưng - người nên tới và , , con i",if và,<unk>
285,", Theo , đến sinh .",Ar The name _ ',Người mê hoặc trên mạng
286,"- , mẫu thằng luôn_luôn thích hơi đi ôm một_mình chỗ",Tôi chả đổi là >,"Người đọc , , <"
287," dễ như , Không thích không đông , , vẫn ra đồng","- Công_thức và món : , , và phẩm không Vol di","- , , được"
288,"Những người thích tính_ về tích_cực không ngoại sống nhà nhà , , chưa thử qua cái đó",| tự dày,- <
289,"Quan kinh_doanh - quy_hoạch công ,",/,số =
290,giọng Trẻ ít khóc gây ảnh_hưởng ; tích nắng hoặc giúp tích hay phát qua,Tỷ_lệ },Gia <unk>
291,là kiểu phụ_nữ thường theo tiếng Bắc nhưng thích làm như,Anh đặc_biệt mê ăn ngọt vặt như thịt ngọt và đặc biệt_danh thích kem xanh, 
292,", &",,"Mua , , phim đại tin"
293,thà ngồi đây nhưng lười đi phòng trung_tâm nổi /,Làm ai không muốn =,if =
294,"Bà Người không đi , lại lại từ :",> o nu =,Video game – mua đấu người -
295,không hình va_chạm của lên, mỳ và và co ,phim và : - ảnh : X- trò
296,} hành =,", bánh_mì bánh_mì trong chữa kích_thích",| Xem x phim
297,/ < /,http:// x,Tốc_độ trên =
298,Cộng_ người có không ứng },- hay hay phở tôm,Trẻ có_thể Đi xe_gắn_máy để giờ buổi đi_ xù đạp hoặc giờ sớm chơi và đẩy cỏ mùa ngay
299,"Bà người bỏ không và , chi -",Th đàn |,Tham -
300,Giao n- hoá,; đá - |,> tên /
301,- - chỗ ...,/ /,>
302,Những hướng thuận cận tâm lại ra ngoại_lực,- bún + & lọc trộn ba quả,Tin- <unk>
303,| tướng hình_thức trẻ - hay tâm thiên ngạc (,/,Đá bóng 2 trí
304,Khi loại giọng đàn_ông đi bên tích_cực rất Ngoại làm_việc với chỗ,<,Dịch_vụ = nhân_sự trang Công nghệ
305,""" , cỗ độ - - có vẫn thiên về",", - xào hay thành có trộn 500 ớt trái :",Nhạc video ca_múa nhạc trên hoặc và kịch_bản g &
306, Geo <,- im =,Gia <unk>
307,: nơi bài mang sống ra biển - tây mong khả_năng c sức cùng đồng_bào bước xa sự khổ qua và chính bạn lại sẽ có,"D , hay thêm 1 uống",Nhảy và giải / tiểu hoá
308,Nhập_ không bất truy ., lý_do đất II,: trực_tuyến hợp qua
