,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
342,Nữ,Bac Lieu,tìm người người làm đồ án tốt nghiệp chung. dễ thích nghi ít nói với người lạ,mứt; các loại món nước như hủ tiếu bún chả,thích đá bóng thích nhảy,Có,có ý thức,10,9
681,Nam,Hoa Binh,đôi lúc hướng ngoại chung chung người suy nghĩ nhiều là người 50% hướng nội lắng nghe,đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. bún cá,đi đây đi đó với bạn bè( một mình) bóng rổ vệ sinh máy tính kpop,không,công bằng cá tính hiền hòa,7,9
2492,Nữ,Gia Lai,không thích sự ồn ào thích đi dây đó,cơm,các chương trình giải trí …. xem các show giải trí thực tế,Có,hoạt bát… trật tự người trung thực,8,9
191,Nữ,Quang Ngai,ít nói hướng nội,chả giò chất béo hay phô mai. không ăn được cua :3 bimbim,ăn uống đọc truyện viết code thích hút thuốc,không,tự giác,8,8
1176,Nữ,Hoa Binh,nhộn nhịp hướng nội nhưng thích đi chơi,đồ thái thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua đồ gì có vị cay,đi chơi cùng bạn bè người thân bói toán holywood đi tản bộ,không,có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. người hòa đồng,8,8
1101,Nam,Ha Giang,đôi lúc hướng nội thân thiện là 1 ng ít nói hướng nội cà thích ở 1 mình hướng nội hòa đồng,bánh tráng các loại thức ăn chill kem,làm gốm,không,biết nghĩ cho người khác. luôn ham học hỏi hòa nhập sạch sẽ hoạt bát vui tính,7,10
1166,Nữ,Bac Lieu,hướng ngoại khi cần thiết đôi lúc hướng ngoại,"sương sáo các thứ
food: cái gì cũng ăn được. thích rau",travelling tập trung nghiên cứu một vấn đề nào đó đi chơi,không,thích ăn vui vẻ chân thật,9,8
1758,Nam,Lam Dong,.... nhưng thích trải nghiệm điều mới không thích nói nhiều hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ vui vẻ hoà đồng,thịt xào nấm mèo hoặc các loại nước có gas thịt bò uống caffee,trí tuệ như nhau nên điều đó cũng là một sự thú bị xem các show giải trí thực tế,không,ko thích share phòng cùng tần số với mình :)))). thật thà người hòa đồng không nói xấu sau lưng biết nghĩ cho người khác,8,10
413,Nam,Quang Ngai,bạo lọan ngày ngủ đêm bay hướng nội,come gà cà phê sữa cơm tấm sườn bì chả rau,thích đi bộ mình thích đọc tiểu thuyết và truyện tranh nghệ thuật ios thích học ngôn ngữ anh,không,tĩnh lặng vui vẻ hòa đồng chung ngành học mình thích ở 1 mình thôi 😶 thích ăn,10,9
611,Nữ,Hoa Binh,độc lập hướng ngoại khi cần thiết hướng ngoại partime ko thích đi chơi,cafe spaghetti cơm tấm long xuyên,thích đi bộ cà phê phim hành động xem youtube ngủ nghỉ ngơi,Có,người hài hước áp đặt sở thích biết đúng sai tư vấn lẫn nhau đồng cảm,10,9
1108,Nam,Bac Lieu,hương ngoại nhưng khó kết bạn với hơi trầm một người hướng ngoại làm biếng thích sạch sẽ v.v,bánh mỳ thịt kho tàu thích đồ healthy bún mắm,xem tv series đàn,không,sạch sẽ một chút biết làm việc nhà dễ chung sống,8,8
79,Nữ,Dong Thap,cũng hơi hướng ngoại tôi là một người ít nói hướng nội thích ở 1 mình,bún cá kẹo,xem phim nghe nhạc,không,mong muốn được ở cùng với người có sở thích khoa học với mình,6,10
953,Nữ,Kien Giang,cực đoan,các đồ ăn hỗ trợ cho việc giảm cân bánh ướt ăn cơm mình thích ăn bánh tráng cuốn,lưới fb cờ vua đánh bóng bàn môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính thích chơi suốt ngày,Có,tiền bạc rạch ròi không care lắm không ồn ào respect private space and friendly is good mong muốn được ở cùng phòng với một người có sở thích vẽ,5,9
2524,Nữ,Bac Lieu,thích đi ra quán cafe để học bài hay ngại,tôm chiên socola ngọt ngào có chút đắng,chạy bộ vận động thể lực (nhẹ),không,học giỏi,4,6
1490,Nữ,Tien Giang,cũng có lúc hướng nội có lúc hướng ngoại thẳng tính,c2 ăn pizza ăn được uống được,thích chơi với chó mèo đi ăn ios sở thích của mình là thay vì thoát khỏi áp lực vẽ,không,ngăn nắp,10,10
1090,Nữ,Ben Tre,hướng nội 35% hướng ngoại thân thiện vui vẻ thích tự lập,đồ gì có vị cay,ăn thích môn toán toán tập thể dục,không,cùng tần số tôn trọng quyền riêng tư của mọi người,8,8
1801,Nữ,Hoa Binh,thích 1 mình một người ít nói hướng nội thích đi lang thang một mình phần hướng nội nhiều hơn,xoài chua chấm muối ớt chua lè thích ăn vặt ăn đồ ngon o mỗi buổi sáng,thích chơi suốt ngày,không,có tổ chức tinh ý,9,7
1207,Nữ,Quang Tri,hướng nội part time thích vui,ăn cơm các loại trà trái cây,bị người ta lùa gà,không,dễ gần ngăn nắp hiểu chuyện,9,7
2823,Nam,Ha Giang,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",cũm được xôi đậu hũ cà chua.,âm nhạc ( nghe nhạc) thích chơi suốt ngày đàn hát,không,hoà đồng với mọi người chung sở thích giao tiếp khéo léo không quá thô thiển,10,9
965,Nam,Hoa Binh,hướng nội thích không gian yên tĩnh là một người ít nói dễ tính sáng nắng chiều mưa một người hướng nội nhưng cũng thích xã giao với mọi người,đồ gì có vị cay sữa chua mít các thế loại mì cà phê sữa mình thích ăn các loại đồ ngọt,coi phim anime thích đi bộ mình thích đọc tiểu thuyết và truyện tranh chơi đàn,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự,7,7
451,Nam,Binh Thuan,thích có ko gian riêng tư 1 mình là người thích đi ra quán cafe để học bài,chè bưởi,ca hát hít thở không khí trong lành ở công viên,không,siêng năng,9,8
1910,Nam,Quang Ngai,thích tận hưởng không gian 1 mình trầm tính hoạt bát,bánh bèo mỳ quảng thích ăn đồ cay nước ép.,hát quay tik tok ngủ coi phim ăn code,không,ham chơi muốn có bạn gái,7,7
885,Nữ,Ben Tre,trầm trầm nhưng lúc cần vẫn vui hết mình sạch sẽ,ham bơ gơ nước c2 chanh mắm chưng lẩu thái,lưới fb chạy bộ đồ ăn ngọt em thích chơi nhạc cụ,không,không có,5,7
1298,Nam,Thanh Hoa,khá hòa đồng dễ bắt chuyện dễ bị lung lay bởi cảm xúc thích không gian riêng thích cứ gái thích đi dây đó,trà sữaaaaa các loại thịt nướng bột sò drink: (ưu tiên) nước lọc,cà phê thích vẽ stress thì mình đâm đầu vô luôn,không,cùng chuyên ngành/ sở thích biết tôn trọng người khác giữ vệ sinh,5,10
2151,Nam,Bac Lieu,vui nhộn tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ mình khá ít nói cũng như là hướng nội không thích nói nhiều,bún chả hủ tiếu xào thích ăn món mì cay bún bò ăn pizza,ngủ:)) thích học bài,không,tôn trọng không gian cá nhân 1 người vui tính thích ăn ngoài cùng mình biết giữ gìn hoà khí chung o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố,6,10
1456,Nam,Lao Cai,logic,hamburger bánh tráng trộn mì quảng,chơi nhạc âm nhạc …. vệ sinh máy tính,không,gọn gàng tôn trọng bạn cùng phòng sạch sẻ người hoà đồng,10,8
897,Nữ,Hai Duong,hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,"đốc cơ thanh . pizaa ... mỳ trộn nước trà redbull
không thích cafe gói",thích đi karaoke làm mô hình tám chuyện,không,nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc không thích chung phòng năng động vui tính thân thiện biết đều,7,7
1753,Nam,Thanh Hoa,thường thích ở một mình nhưng vẫn hoà đồng đôi khi hướng ngoại thích được đi chơi tính cách thất thường,thích hamburger,mình thích ngôn ngữ o buổi chiều bói tử vi stress thì mình đâm đầu vô luôn,không,ko ồn ào với phá phách là được biết chia sẻ công việc ở sạch sẽ cẩn thận hiểu lễ phép không khó tính cùng chuyên ngành/ sở thích,9,9
653,Nam,Quang Nam,lúc nói nhiều lúc nói ít 50% hướng ngoài,hải sản nước thích ăn vặt,thể hình thích nhảy ngủ:)),không,bình đẳng đặc biệt là tam quan đúng đắn,3,10
2993,Nam,Gia Lai,nói nhiều với người quen cũng hơi hướng ngoại nhưng lại thích giao lưu =)),mì quảng,thích đá bóng,không,lanh lợi,9,8
1720,Nam,Ha Giang,dễ quạu dễ nguôi thiên về cảm xúc nhiều hơn lí trí hướng nội thích không gian yên tĩnh,thích ăn gà dưa hấu mình thích ăn bánh tráng cuốn bị dị ứng hải sản có vỏ,chụp ảnh hóng drama,Có,ăn xong nhớ dọn vô duyên hoà đồng,9,9
1612,Nữ,Bac Lieu,mình là một người hướng ngoại nhưng hướng nội với người lạ hơi ngại giao tiếp nhưng sẵn sàng học hỏi tính cách thất thường hoà đồng nhưng cũng thích ở một mình,hải sản nước,yoga ios chơi cầu lông edit thích chơi cầu lông,không,im lặng sạch sẽ hoà đồng vui vẻ trung thực người kiên định không ba phải hùa theo đám đồng siêng năng,8,8
712,Nữ,Ha Giang,nhưng không phải e sợ đám đông hay ngại đúng ik chang mô tả mẫu :))) nhưng không hẳn hướng nội :)),cá dồ kho khoai tây thích hamburger nem nướng nha trang ăn được uống được,esport đàn guzheng hích võ taekwondo tắm (2l/ngày),không,cùng nhau đi chill hay ham chơi,7,9
2590,Nữ,Ha Giang,thích một mình nhưng lại sợ cô đơn mình ambivert,thích đồ healthy moutain dew pepsi mì tương đen cơm tấm long xuyên,vệ sinh máy tính lướt mxh truyện xem phim ngôn tình cầu long.,Có,không thích ai có tính cách bảo thủ tính tình vui tính mong muốn có một người thích đánh cờ,1,9
1409,Nam,Thanh Hoa,ưa mạo hiểm thích suy diễn mọi chuyện trên đời ngày ngủ đêm bay hướng nội part time,bún rêu mì udon bún cá,bói toán học hỏi dọn dẹp,không,hài hước,7,10
1768,Nam,Hoa Binh,hướng ngoài.,phở); thức uống: nước có ga,bóng đá học công nghệ,Có,thật sự như mình nói trên hoạt bát thân thiên vui vẻ biết làm việc nhà hiểu chuyện,7,9
1761,Nam,Binh Dinh,có phần hơi thích kiểm soát thích ở 1 mình người suy nghĩ nhiều hướng nội ít nói,không rõ nước ép,thích môn toán chơi vape edit,không,tĩnh lặng có chí cầu tiến tinh tế,10,10
1983,Nam,Thanh Hoa,hoặc có backup) tôi là một người hoạt bát,bún chả nướng các loại thịt nướng phở espresso,ko thích bị ép buộc,Có,đừng quá ồn ào hoà đồng. gọn gàng thật sự như mình nói trên,10,9
2081,Nữ,Vung Tau,ít nói nhiều ngày ngủ đêm bay,fast food,xem phim nghe nhạc đi chơi,không,thoải mái là ổn biết lắng nghe dễ ăn uống muốn có bạn gái,8,8
869,Nam,Dong Thap,hướng nội ít nói nhưng hoà đồng thân thiện ồn ào,trà sữa bánh ướt bún,hích võ taekwondo linux,không,dẫn tiếp xúc hoà đồng hoạt bát sạch sẽ,8,7
1120,Nam,Kon Tum,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. bán hướng nội bán hướng ngoại,thích ăn vặt đồ ăn nhanh,đánh cờ vua,không,hay ham chơi,8,10
766,Nam,Lam Dong,hướng ngoại full time khác trầm hướng nội với người ngoài không thích nơi đông người mình khá dễ hòa đồng nhưng tùy đối tượng,sữa milo bún riêu mình thích ăn các loại đồ ngọt tôm chiên đồ ăn chay,học tấu hài đàn guzheng vân vân... đọc sách..,không,bình thường chùi dọn phòng chung gu giải trí ngăn nắp. biết tuân thủ lợi ích chung. vui,9,5
2909,Nữ,Quang Ngai,thích vui chơi,espresso trà đào… mình ăn thích ăn đồ healthy đồ ăn: các món nước (bún coca cola,đi tản bộ,không,bạn cùng phòng phải là người sạch sẽ,5,9
1079,Nữ,Hai Duong,là một người nhiệt tình làm quen nhiều bạn mới,bún thịt nướng kẹo 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu hoặc các loại nước có gas,thích coi phim thường hay quan tâm những tin tức về nó,không,đồng cảm thời gian của người khác biết điều tích cực thoải mái,8,7
749,Nữ,Phu Yen,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) thích một mình giống ví dụ,đồ cay nước cam,thích nghe nhạc em thích chơi nhạc cụ cũng không biết thích gì nhiếp ảnh,không,thấu hiểu biết chia sẻ hoà đồng. đi chơi bên ngoài.,7,8
1477,Nữ,Bac Lieu,dễ thương thích vui vẻ ambivert lowkey đôi khi hướng nội,canh cải,khám phá xung quanh các hoạt động xã hội bị người ta lùa gà khoa học đi dạo,không,thằng bạn thích hút thuốc không thích ai có tính cách bảo thủ tự giác chia việc nhà thì phải lm,10,7
1585,Nữ,Vung Tau,tự do sống lowkey thoải mái huong noi va thich o mot minh hướng ngoại partime,bim bim sinh tố bơ bánh tráng trộn bánh gạo mì các loại,tin học,không,đơn giản hoạt bạt quan tâm bạn bè chịu khó dọn dẹp tử tế,6,10
2268,Nam,Thai Binh,ngày ngủ đêm bay,thích ăn mì cay thích caffee kẹo dẻo khoai tây bún thịt nướng,đá cầu học hỏi,không,tính tình vui tính người ngay thẳng là người vui tính,9,6
521,Nữ,Ha Giang,hướng nội nhưng thích đi chơi nhưng lúc high thì lại muốn nói rất nhiều  tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình có thể mời người ta đi ăn nếu vui,bún cá châu đốc chả giò cái gì cũng thích ăn,chơi hame đi tập thể dục công nghệ stress thì mình đâm đầu vô luôn vẽ,không,mọi thứ rõ ràng thích ăn ngoài cùng mình dùng đồ của ng khác thì phải biết mượn,10,7
2285,Nữ,Hung Yen,hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,hủ tiếu,đánh cầu lông bị người ta lùa gà thích chơi game offline lướt mxh,không,không nóng tính chăm chỉ làm việc nhà,8,1
2620,Nữ,Ha Giang,cực đoan trầm tính. hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) thích thử thách thích sống ở trọ,không quá kén chọn chỉ cần không cay là được bột sò trà đá,câu cá đá bóng thần số học,không,hài hước nhưng phải có điểm dừng em thích ở chung với người tôn trọng khoảng cách tính khôn lỏi,9,8
2305,Nữ,Dong Nai,quyết đoán nói nhiều,thích ăn mì tômmmmm,thích môn toán uống cà phê xem phim nghe nhạc ...) stress thì mình đâm đầu vô luôn,không,người có tính hòa đồng thấu hiểu có thể đấu tranh với sự vô tâm ít nói của mình,8,8
2790,Nữ,Ca Mau,trầm trầm nhưng lúc cần vẫn vui hết mình có trách nhiệm,chè bưởi các món ăn truyền thống hoặc món ăn đường phố việt nam cá dồ kho lẩy thái,thế giới phim truyền hình yoga thư giãn,Có,đừng quá bừa bộn người hòa đồng có giúp đỡ,10,8
2553,Nữ,Ninh Thuan,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao là một người khá là trầm tư mình là dễ gần,sâm bổ lượng,đọc truyện viết code chính trị,Có,hoà đồng với mọi người nếu chung sở thích thì càng tốt không có ạ có trách nhiệm mình thích bạn cùng phòng hoà đồng,7,7
1783,Nữ,Lao Cai,hướng nội trầm tính hơi ngại giao tiếp nhưng sẵn sàng học hỏi,thích ăn mì tômmmmm khoai lang lắc, công nghệ viết lách đánh cầu lông,không,hoà đồng lịch sự ngoan ngoãn ko quậy phá thật thà sạch! gọn gàng!!!!,7,9
1976,Nam,Thanh Hoa,hay giận vu vơ hướng nội nữa mùa vui vẻ,ỏi đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. gà jollibee,vẽ... chơi cầu lông stress thì mình đâm đầu vô luôn công nghệ đọc sách,không,có giúp đỡ dễ ăn uống,9,10
421,Nam,Binh Thuan,là một người 2 hướng nhưng lúc high thì lại muốn nói rất nhiều dễ hòa nhập mình là dễ gần có xu hướng ambivert,o mỗi buổi sáng đậu hũ cà chua. bò nea,decor phòng,không,biết giữ gìn hoà khí chung biết đều đàng hoàng là được hài hước nhưng phải có điểm dừng thống minh,9,10
2019,Nam,Ha Giang,thích tham gia các hoạt động xã hội hoà đồng nhưng cũng thích ở một mình hướng ngoại khi cần thiết,pepsi vị chanh không calo đặc biệt là chè,thích học ngôn ngữ anh các hoạt động xã hội,không,hiểu chuyện.,10,7
1797,Nữ,Ha Giang,chỉ thích ngủ một mình dễ tính dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít hướng nội nhưng thích làm social media,snack 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu hơi kén ăn 1 chút,đu otp o buổi tối,không,đồng cảm vui vẻ - hài hước người không nói quá nhiều,8,8
1268,Nữ,Ha Giang,đôi khi ko thích chia sẻ nhiều lắm nhưng lại thích giao lưu =)) mình là một người hướng nội nói nhiều hướng ngoại thích đi đây đó không thích nơi đông người,thích ăn gà không có cụ thể thích 1 món ăn hay đồ uống nào no mì các loại,chơi đàn piano hóng drama âm nhạc,không,biết lắng nghe muốn có bạn gái,10,8
2874,Nữ,Bac Giang,hoà đồng vui vẻ,lẩu cá đuối,.. trang trí phòng ngủ,không,ăn ở sạch sẽ sòng phẳng tiền bạc. v.v ocd càng tốt. không quá tính toán hơn thua ngành gì cũng được (khác ngành thì dễ nhờ hơn :>),7,8
2629,Nữ,Quang Ngai,khó giao tiếp là người ít nói chuyện vui tính,espresso thích đồ ngọt,thường hay quan tâm những tin tức về nó,không,mong muốn được ở cùng phòng với một người có sở thích vẽ người ít nói cầu tiến trật tự biết giữ gìn hoà khí chung,8,9
392,Nam,Tien Giang,hướng nội ít nói thik ở một mình một người hướng nội nhưng cũng thích xã giao với mọi người,c2 nước trái cây thịt nướng bún đậu bún cá,xem phim nghe nhạc đi dạo ngắm cây hích võ taekwondo thích học bài,không,giữ vệ sinh nhà cửa sạch sẽ không cùng cũng không sao giống tính cách càng tốt nhưng k nên là bạn thân không câu nệ tiểu tiết hoạt bát…,10,8
359,Nam,Vung Tau,là một người nhiệt tình độc lập hơi hướng nội,mì cay cơm cháy kho quẹt món nướng,ngắm cảnh o buổi tối thể hình phim hoạt hình,không,chia việc nhà thì phải lm hiền giữ vệ sinh biết tôn trọng người khác,9,8
2386,Nữ,Son La,hoà đồng với mng vui nhộn có lòng tự trọng mình là một người khá rụt rè khi ở một mình. hơi ngại giao tiếp nhưng sẵn sàng học hỏi,cá tra nhúng giấm mùi hương (hành tỏi tiêu ớt sả đầy đủ) ăn cơm khoai lang lắc nước trà,trí tuệ như nhau nên điều đó cũng là một sự thú bị đi chơi cùng bạn bè người thân đọc tiểu thuyết lưới fb,không,giống tính cách càng tốt nhưng k nên là bạn thân dễ tính... bình thường,9,9
1029,Nam,Tay Ninh,sống lowkey thích kết bạn ko thích đi chơi,ăn đồ tốt cho sức khỏe cơm nước ngọt blahblah,thích đọc sách,không,hoà hợp vui vẻ hoà đồng biết làm việc nhà,10,10
1963,Nữ,Dong Thap,có lòng tự trọng người hướng nội năng động vui vẻ hoạt bát năng động nhưng hơi hướng nội,đồ nướng các món về tôm bún thịt nướng,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn chơi thể thao",không,biết chia sẻ khi ở chung với nhau vui vẻ hòa đồng chung ngành học lanh lợi,5,8
847,Nữ,Binh Thuan,năng động phần hướng nội nhiều hơn tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình thoải mái có lòng tự trọng,đặc biệt là chè hũ tiếu pizza đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í.,ios vẽ,không,nói nhìu hoà đồng,10,7
2327,Nam,Ca Mau,thích vui hướng ngoại thích giao tiếp vui vẻ hoà đồng nhưng ít nói,gà rán,thích tranh biện,không,có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc thật lòng tích cực,7,9
2611,Nữ,Hoa Binh,thích kết bạn thích ở một mình. thích có ko gian riêng tư 1 mình hướng nội thích ở một mình,trà chanh trân châu,học ngoại ngứ,không,có chung sở thích em thích ở chung với người tôn trọng khoảng cách nhiệt tình hiểu biết,7,6
1979,Nữ,Binh Duong,nhưng lại thích giao lưu =)) nói nhiều với người quen là người hướng nội nhạy cảm,eatclean,ở nhà một mình thích học bài đi du lịch tập thể dục,không,có thể đấu tranh với sự vô tâm ít nói của mình thích nói chuyện,10,8
1106,Nữ,Ca Mau,tự do đôi khi hướng ngoại,"mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc thích ăn đồ cay đặc biệt là mì cay",bóng rổ du lịch cùng bạn đánh bóng bàn,không,cùng nhau đi chill,7,9
1990,Nam,Ha Giang,mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác hướng nội thích ở 1 mình ghét phiền phức độc lập,sữa của các hạt đậu mùi hương (hành tỏi tiêu ớt sả đầy đủ),đọc sách toán coding bóng chuyền âm nhạc,không,muốn có bạn gái có thể nói nhiều một chút không nói xấu sau lưng không tệ nạn dễ thương,7,10
761,Nữ,Quang Ngai,bán hướng nội ambivert thích mọi thứ có trật tự không thích giao tiếp với người lạ,hoặc các loại nước có gas bánh mỳ đồ ăn hàn. đồ uống healthy,xem tin tức công nghệ,không,năng động giống mình,8,8
82,Nam,Hung Yen,người hướng nội cởi mở hướng nội nhưng thích làm social media ít nói hướng nội nói nhiều,đồ ăn vặt hoặc đồ hàn phở); thức uống: nước có ga cơm tấm long xuyên,anh văn bơi lội,không,"hiền thích ăn ngoài cùng mình biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b",10,8
772,Nữ,Vung Tau,có thể đi ăn ngoài nếu được mời hướng lung tung thích tự do phần hướng nội nhiều hơn ít bạn,phô mai kéo sợi xúc xích đồ hàn tôm 0 độ chỉ thích cafe phin thịt kho tàu,các chương trình giải trí shopping trang trí phòng ngủ,không,vui tính. học giỏi 1 chút (nhưng không tự cao thấu hiểu biết chia sẻ,9,10
2580,Nam,Ha Giang,mình ambivert thích giao lưu thích đi lang thang một mình là người ít nói chuyện thích kết bạn,có ăn . nhiều lắm nào cũng ăn được hủ tiếu nam vang,bói tử vi,không,đừng quá ồn ào,9,10
1960,Nữ,An Giang,đôi lúc hướng nội nhạy cảm,7up,trống sự logic,không,hay ham chơi không thích ai có tính cách bảo thủ respect private space and friendly is good,10,10
1275,Nữ,Lao Cai,khó giao tiếp hay dài dòng hướng ngoại náo động vùng trời :) ngăn nắp dù hay bày bừa (xong rồi dọn ngay),....,kpop thích chơi bóng rổ,Có,người hiểu chuyện,9,8
2575,Nữ,Ca Mau,không phải hướng nội nhưng không thích chỗ đông người,không độ) .........,thích xem phim,không,cùng ngành học hòa nhập,8,10
890,Nữ,Soc Trang,thích đi chơi với bạn bè thích tụ tập bạn bè thân thiết ở nhà,mì xào thích uống trà sữa ạ :v sữa chua mít không uống nước ngọt có ga,khám phá xung quanh tắm (2l/ngày),không,người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương,9,8
1284,Nam,Ninh Thuan,thích tự do một người hoà đồng thích trầm trầm nhưng lúc cần vẫn vui hết mình,mì tương đen đồ ăn healthy pepsi bánh cuốn,ngắm cảnh đá bóng,không,hướng nội,8,5
2913,Nữ,Ha Giang,mình là người thích coi phim hướng ngoại sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt thích sống ở trọ,trà sữa thích ăn gà,cũng không biết thích gì dân chơi hệ điều hành (windows học toán hát,không,vui vẻ hoà đồng,9,7
2276,Nữ,Ha Giang,trầm tính chỉ thích ngủ một mình,bánh canh thịt nướng nước ép.,đánh bóng bàn đi dạo ngắm cây vận động thể lực (nhẹ) đá banh call điện thoại,không,tĩnh lặng,5,7
27,Nam,Ca Mau,hướng ngoại nhung thích ở một mình,nước thảo mộc kem ốc quế... bún,đi tản bộ chạy xe thích đi bộ bới lội,không,cùng nhau đi chill bạn cùng phòng biết lùa gà khong co vui vẻ,10,8
732,Nữ,Binh Phuoc,cần cù hoà đồng nhưng cũng thích ở một mình hay dài dòng,"hơi kén ăn 1 chút ăn cơm ỏi sương sáo các thứ
food: cái gì cũng ăn được. thích rau",chơi game decor phòng nhiếp ảnh,không,sạch sẽ ngăn nắp quan tâm,7,7
449,Nữ,Bac Lieu,thích sống ở trọ thích giao lưu sạch sẽ hướnh ngoại,sprite salad mì xào,bóng đá em thích chơi nhạc cụ trang trí phòng ngủ các chương trình giải trí,không,vui vẻ nhiệt tình tự giác,9,7
2799,Nữ,Bac Lieu,nói nhiều thích đám đông sạch sẽ là người 50% hướng nội tùy lúc,mì nước lọc bánh cuốn cút lộn rang me,thích đánh cờ đọc manga xem anime xem phim âu action nghe nhạc,không,dễ ăn uống đặc biệt là tam quan đúng đắn,8,10
340,Nam,Binh Phuoc,chia sẽ phần hướng nội nhiều hơn thích giao lưu với mọi nguời thích thử thách người hướng nội,chỉ cần không cay là được snack khoai tây đồ ăn vặt hoặc đồ hàn cơm bò xào bánh căn,"thik chạy bộ thích:
1. thiên nhiên cây cỏ
2. bóng bàn dân chơi hệ điều hành (windows thiện nguyện",không,vui vẻ hòa đồng người sống có quy củ,9,5
2469,Nam,Nghe An,đôi khi ko thích chia sẻ nhiều lắm v.v náo động vùng trời :) là người ít nói chuyện,uống trà sữa,mình thích hát thích chill thích nhảy vẽ...,không,người vui vẻ nhường nhịn biết như thế nào là bất lịch sự biết nghĩ em thích ở chung với người tôn trọng khoảng cách,8,9
1656,Nữ,Binh Thuan,thích ở 1 mình cũng hơi hướng ngoại bình thường 🤤,mình thích trà bí đao ngô gia 7up,em thích chơi nhạc cụ ko đọc manga xem anime xem phim âu action nghe nhạc,không,là người vui tính,8,8
645,Nữ,Long An,cũng hơi hướng ngoại nhưng hướng nội với người lạ mình là một người ít nói,trứng bánh mì kẹp hơi kén ăn 1 chút lẩu chay bánh khọt,đi coi phim đi du lịch,không,là người vui tính người vui vẻ nhường nhịn biết như thế nào là bất lịch sự chia sẽ,10,8
1913,Nữ,Ha Giang,quyết đoán trải nghiệm dễ tính nóng nảy - ưu tư .... nhưng thích trải nghiệm điều mới,củ thích đồ healthy bánh tráng trộn các loại thịt nướng,tụ tập với bạn bè,không,học chung ngành hoà hợp,8,7
2814,Nam,Kien Giang,thích đi dây đó dễ tiếp xúc dễ thích ứng không thích nói nhiều,bánh bông lan dâu,bóng đá đi chơi ngoài trời thử nhiều điều mới thích tranh biện,không,mình chỉ cần người đàng hoàng tôn trọng không gian riêng tư tĩnh lặng vui tính có trách nhiệm,10,10
1664,Nam,Quang Ngai,,red bull cơm tấm long xuyên miến trộn,thích xem phim thích khám phá xung quanh học toán đi coi phim được ăn,không,quan tâm,9,10
559,Nữ,Thai Binh,phần hướng nội nhiều hơn hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không,đồ bình dân hoi. phô mai kéo sợi xúc xích đồ hàn bún đậu đồ ăn chay,tò mò về cách vận hành của xã hội ... chơi trang trí phòng ngủ,không,..,10,10
855,Nam,Hai Duong,lúc này lúc kia hoà đồng với mọi người quyết đoán v.v khó bắt chuyện với người lạ,bún ốc,thích xem tivi nghe nhạc,không,là một người biết cách bắt đầu câu chuyện tại vì mình ít nói thống minh,9,8
